assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISKA0000892,CUST0001919,,2022-07-05,661,0.1316,LOW,synthetic-pd-v1.0
RISKA0000893,CUST0000709,,2023-07-26,698,0.0635,LOW,synthetic-pd-v1.0
RISKA0000894,CUST0001758,,2024-10-25,748,0.0224,LOW,synthetic-pd-v1.0
RISKA0000895,CUST0001728,,2022-09-14,661,0.1339,MEDIUM,synthetic-pd-v1.0
RISKA0000896,CUST0000079,,2022-02-04,713,0.0472,LOW,synthetic-pd-v1.0
RISKA0000897,CUST0001700,,2023-01-12,590,0.4211,HIGH,synthetic-pd-v1.0
RISKA0000898,CUST0001443,,2025-01-29,696,0.0668,LOW,synthetic-pd-v1.0
RISKA0000899,CUST0001756,,2023-12-25,736,0.0288,LOW,synthetic-pd-v1.0
RISKA0000900,CUST0000981,,2022-06-18,652,0.1575,MEDIUM,synthetic-pd-v1.0
RISKA0000901,CUST0001560,,2024-02-11,749,0.022,LOW,synthetic-pd-v1.0
RISKA0000902,CUST0001888,,2025-04-29,708,0.0518,LOW,synthetic-pd-v1.0
RISKA0000903,CUST0001561,,2025-03-18,675,0.1006,LOW,synthetic-pd-v1.0
RISKA0000904,CUST0000939,,2022-03-14,747,0.0228,LOW,synthetic-pd-v1.0
RISKA0000905,CUST0000596,,2026-03-08,781,0.0111,LOW,synthetic-pd-v1.0
RISKA0000906,CUST0000848,,2024-02-01,696,0.0669,LOW,synthetic-pd-v1.0
RISKA0000907,CUST0001631,,2022-12-07,702,0.059,LOW,synthetic-pd-v1.0
RISKA0000908,CUST0001699,,2023-06-03,653,0.1529,MEDIUM,synthetic-pd-v1.0
RISKA0000909,CUST0001214,,2025-07-15,706,0.054,LOW,synthetic-pd-v1.0
RISKA0000910,CUST0001736,,2021-11-15,682,0.0886,MEDIUM,synthetic-pd-v1.0
RISKA0000911,CUST0001567,,2023-05-22,717,0.0434,LOW,synthetic-pd-v1.0
RISKA0000912,CUST0001020,,2025-01-27,656,0.147,MEDIUM,synthetic-pd-v1.0
RISKA0000913,CUST0000761,,2024-02-19,681,0.0905,LOW,synthetic-pd-v1.0
RISKA0000914,CUST0001695,,2023-06-24,748,0.0223,LOW,synthetic-pd-v1.0
RISKA0000915,CUST0001318,,2022-02-24,654,0.1528,MEDIUM,synthetic-pd-v1.0
RISKA0000916,CUST0001958,,2025-06-13,675,0.1021,MEDIUM,synthetic-pd-v1.0
RISKA0000917,CUST0001463,,2024-11-10,668,0.116,MEDIUM,synthetic-pd-v1.0
RISKA0000918,CUST0000133,,2022-03-12,789,0.0093,LOW,synthetic-pd-v1.0
RISKA0000919,CUST0001949,,2024-01-14,570,0.5257,HIGH,synthetic-pd-v1.0
RISKA0000920,CUST0000567,,2024-07-14,808,0.0061,LOW,synthetic-pd-v1.0
RISKA0000921,CUST0001700,,2024-07-29,557,0.5985,HIGH,synthetic-pd-v1.0
RISKA0000922,CUST0000402,,2024-11-06,785,0.0102,LOW,synthetic-pd-v1.0
RISKA0000923,CUST0001912,,2024-09-16,637,0.2071,MEDIUM,synthetic-pd-v1.0
RISKA0000924,CUST0001759,,2023-01-10,779,0.0115,LOW,synthetic-pd-v1.0
RISKA0000925,CUST0000657,,2024-08-06,709,0.0512,LOW,synthetic-pd-v1.0
RISKA0000926,CUST0001083,,2022-10-17,675,0.1005,MEDIUM,synthetic-pd-v1.0
RISKA0000927,CUST0000839,,2023-08-06,662,0.1292,MEDIUM,synthetic-pd-v1.0
RISKA0000928,CUST0001936,,2024-09-19,621,0.267,MEDIUM,synthetic-pd-v1.0
RISKA0000929,CUST0000969,,2022-01-22,636,0.2106,MEDIUM,synthetic-pd-v1.0
RISKA0000930,CUST0001854,,2023-03-29,620,0.2728,MEDIUM,synthetic-pd-v1.0
RISKA0000931,CUST0000837,,2023-02-06,681,0.0901,LOW,synthetic-pd-v1.0
RISKA0000932,CUST0000778,,2026-08-21,721,0.0398,LOW,synthetic-pd-v1.0
RISKA0000933,CUST0000559,,2026-02-26,631,0.2278,MEDIUM,synthetic-pd-v1.0
RISKA0000934,CUST0001180,,2026-02-02,687,0.0796,LOW,synthetic-pd-v1.0
RISKA0000935,CUST0001866,,2021-12-01,745,0.024,LOW,synthetic-pd-v1.0
RISKA0000936,CUST0000161,,2024-05-10,567,0.544,HIGH,synthetic-pd-v1.0
RISKA0000937,CUST0001326,,2022-03-26,678,0.0963,MEDIUM,synthetic-pd-v1.0
RISKA0000938,CUST0001392,,2022-10-06,813,0.0055,LOW,synthetic-pd-v1.0
RISKA0000939,CUST0001614,,2021-11-09,633,0.2216,MEDIUM,synthetic-pd-v1.0
RISKA0000940,CUST0000409,,2023-09-06,651,0.1595,MEDIUM,synthetic-pd-v1.0
RISKA0000941,CUST0001278,,2022-10-27,582,0.4636,HIGH,synthetic-pd-v1.0
RISKA0000942,CUST0001282,,2022-05-19,689,0.0764,LOW,synthetic-pd-v1.0
RISKA0000943,CUST0001671,,2025-11-24,732,0.0313,LOW,synthetic-pd-v1.0
RISKA0000944,CUST0000564,,2023-06-26,673,0.1052,LOW,synthetic-pd-v1.0
RISKA0000945,CUST0000851,,2024-05-21,599,0.3696,HIGH,synthetic-pd-v1.0
RISKA0000946,CUST0001980,,2024-03-15,719,0.0414,LOW,synthetic-pd-v1.0
RISKA0000947,CUST0001110,,2022-09-08,714,0.0456,LOW,synthetic-pd-v1.0
RISKA0000948,CUST0001094,,2026-05-28,674,0.1035,MEDIUM,synthetic-pd-v1.0
RISKA0000949,CUST0001620,,2025-01-01,763,0.0164,LOW,synthetic-pd-v1.0
RISKA0000950,CUST0000960,,2025-08-01,702,0.0585,LOW,synthetic-pd-v1.0
RISKA0000951,CUST0001283,,2022-03-17,702,0.0589,LOW,synthetic-pd-v1.0
RISKA0000952,CUST0000090,,2022-11-10,723,0.0381,LOW,synthetic-pd-v1.0
RISKA0000953,CUST0001981,,2025-10-24,547,0.646,HIGH,synthetic-pd-v1.0
RISKA0000954,CUST0000515,,2025-04-19,706,0.0542,LOW,synthetic-pd-v1.0
RISKA0000955,CUST0001631,,2022-08-04,713,0.047,LOW,synthetic-pd-v1.0
RISKA0000956,CUST0000960,,2025-10-20,703,0.0573,LOW,synthetic-pd-v1.0
RISKA0000957,CUST0000749,,2025-03-16,628,0.2407,MEDIUM,synthetic-pd-v1.0
RISKA0000958,CUST0001523,,2026-05-07,592,0.4076,HIGH,synthetic-pd-v1.0
RISKA0000959,CUST0000511,,2024-03-20,704,0.0565,LOW,synthetic-pd-v1.0
RISKA0000960,CUST0000414,,2023-08-02,687,0.0801,LOW,synthetic-pd-v1.0
RISKA0000961,CUST0000343,,2021-10-17,639,0.1988,MEDIUM,synthetic-pd-v1.0
RISKA0000962,CUST0001921,,2025-06-10,713,0.0468,LOW,synthetic-pd-v1.0
RISKA0000963,CUST0000328,,2026-01-14,679,0.0933,LOW,synthetic-pd-v1.0
RISKA0000964,CUST0000767,,2025-10-09,704,0.0564,LOW,synthetic-pd-v1.0
RISKA0000965,CUST0000373,,2024-08-20,743,0.0251,LOW,synthetic-pd-v1.0
RISKA0000966,CUST0001692,,2023-06-06,699,0.0624,LOW,synthetic-pd-v1.0
RISKA0000967,CUST0000158,,2024-03-21,704,0.0561,LOW,synthetic-pd-v1.0
RISKA0000968,CUST0000980,,2022-07-15,579,0.4778,HIGH,synthetic-pd-v1.0
RISKA0000969,CUST0001752,,2022-01-31,685,0.0826,LOW,synthetic-pd-v1.0
RISKA0000970,CUST0001133,,2023-01-31,666,0.12,MEDIUM,synthetic-pd-v1.0
RISKA0000971,CUST0001127,,2022-04-20,748,0.0222,LOW,synthetic-pd-v1.0
RISKA0000972,CUST0000385,,2026-07-30,518,0.7769,HIGH,synthetic-pd-v1.0
RISKA0000973,CUST0001835,,2022-02-03,488,0.8704,HIGH,synthetic-pd-v1.0
RISKA0000974,CUST0000798,,2022-07-16,634,0.2159,MEDIUM,synthetic-pd-v1.0
RISKA0000975,CUST0001684,,2026-02-04,628,0.2387,MEDIUM,synthetic-pd-v1.0
RISKA0000976,CUST0001433,,2022-01-02,625,0.2499,MEDIUM,synthetic-pd-v1.0
RISKA0000977,CUST0001665,,2023-07-03,634,0.2171,MEDIUM,synthetic-pd-v1.0
RISKA0000978,CUST0001870,,2024-11-21,659,0.1387,MEDIUM,synthetic-pd-v1.0
RISKA0000979,CUST0000945,,2024-04-11,706,0.0542,LOW,synthetic-pd-v1.0
RISKA0000980,CUST0001559,,2024-02-12,605,0.3435,HIGH,synthetic-pd-v1.0
RISKA0000981,CUST0000336,,2024-06-08,793,0.0085,LOW,synthetic-pd-v1.0
RISKA0000982,CUST0000303,,2025-01-07,660,0.1348,MEDIUM,synthetic-pd-v1.0
RISKA0000983,CUST0001747,,2023-08-20,557,0.5989,HIGH,synthetic-pd-v1.0
RISKA0000984,CUST0001314,,2024-06-08,640,0.1941,MEDIUM,synthetic-pd-v1.0
RISKA0000985,CUST0000199,,2025-07-06,679,0.0931,MEDIUM,synthetic-pd-v1.0
RISKA0000986,CUST0000814,,2026-02-27,599,0.3729,HIGH,synthetic-pd-v1.0
RISKA0000987,CUST0000724,,2023-10-18,757,0.0184,LOW,synthetic-pd-v1.0
RISKA0000988,CUST0001907,,2022-09-19,692,0.0719,LOW,synthetic-pd-v1.0
RISKA0000989,CUST0000597,,2024-05-12,745,0.0239,LOW,synthetic-pd-v1.0
RISKA0000990,CUST0001977,,2024-12-21,697,0.0652,LOW,synthetic-pd-v1.0
RISKA0000991,CUST0000445,,2025-07-09,719,0.0417,LOW,synthetic-pd-v1.0
RISKA0000992,CUST0001451,,2021-09-29,582,0.4619,HIGH,synthetic-pd-v1.0
RISKA0000993,CUST0001155,,2023-02-11,600,0.3693,HIGH,synthetic-pd-v1.0
RISKA0000994,CUST0000174,,2025-09-11,625,0.2508,MEDIUM,synthetic-pd-v1.0
RISKA0000995,CUST0000398,,2024-02-12,632,0.2257,MEDIUM,synthetic-pd-v1.0
RISKA0000996,CUST0001615,,2024-04-30,716,0.0439,LOW,synthetic-pd-v1.0
RISKA0000997,CUST0000273,,2022-11-20,729,0.0336,LOW,synthetic-pd-v1.0
RISKA0000998,CUST0000220,,2025-05-11,699,0.0627,LOW,synthetic-pd-v1.0
RISKA0000999,CUST0000494,,2023-05-31,734,0.03,LOW,synthetic-pd-v1.0
RISKA0001000,CUST0000784,,2025-01-05,735,0.0294,LOW,synthetic-pd-v1.0
RISKA0001001,CUST0000542,,2026-05-26,764,0.0159,LOW,synthetic-pd-v1.0
RISKA0001002,CUST0000274,,2025-05-17,512,0.7967,HIGH,synthetic-pd-v1.0
RISKA0001003,CUST0000825,,2024-11-07,716,0.0439,LOW,synthetic-pd-v1.0
RISKA0001004,CUST0000278,,2023-12-04,701,0.0602,LOW,synthetic-pd-v1.0
RISKA0001005,CUST0000190,,2021-10-28,643,0.1859,MEDIUM,synthetic-pd-v1.0
RISKA0001006,CUST0000070,,2024-11-22,695,0.0675,LOW,synthetic-pd-v1.0
RISKA0001007,CUST0001731,,2022-02-23,698,0.0636,LOW,synthetic-pd-v1.0
RISKA0001008,CUST0000316,,2021-11-29,689,0.0762,LOW,synthetic-pd-v1.0
RISKA0001009,CUST0000232,,2023-08-04,701,0.06,LOW,synthetic-pd-v1.0
RISKA0001010,CUST0001206,,2023-08-05,560,0.5798,HIGH,synthetic-pd-v1.0
RISKA0001011,CUST0001559,,2022-08-09,620,0.2743,HIGH,synthetic-pd-v1.0
RISKA0001012,CUST0001032,,2026-02-21,626,0.2455,MEDIUM,synthetic-pd-v1.0
RISKA0001013,CUST0000262,,2023-10-29,802,0.007,LOW,synthetic-pd-v1.0
RISKA0001014,CUST0000730,,2022-09-19,515,0.7877,HIGH,synthetic-pd-v1.0
RISKA0001015,CUST0000198,,2022-02-13,772,0.0135,LOW,synthetic-pd-v1.0
RISKA0001016,CUST0001678,,2025-11-18,779,0.0115,LOW,synthetic-pd-v1.0
RISKA0001017,CUST0001212,,2025-11-17,699,0.0629,LOW,synthetic-pd-v1.0
RISKA0001018,CUST0000996,,2022-04-13,623,0.2595,MEDIUM,synthetic-pd-v1.0
RISKA0001019,CUST0001233,,2026-01-20,763,0.0163,LOW,synthetic-pd-v1.0
RISKA0001020,CUST0001320,,2022-05-11,797,0.0079,LOW,synthetic-pd-v1.0
RISKA0001021,CUST0001214,,2024-04-25,695,0.0686,LOW,synthetic-pd-v1.0
RISKA0001022,CUST0000185,,2023-07-26,551,0.6271,HIGH,synthetic-pd-v1.0
RISKA0001023,CUST0000156,,2022-07-29,699,0.0627,LOW,synthetic-pd-v1.0
RISKA0001024,CUST0001020,,2025-01-18,617,0.2855,HIGH,synthetic-pd-v1.0
RISKA0001025,CUST0000251,,2022-06-17,711,0.0491,LOW,synthetic-pd-v1.0
RISKA0001026,CUST0001017,,2022-08-12,703,0.0581,LOW,synthetic-pd-v1.0
RISKA0001027,CUST0001849,,2024-05-20,693,0.0705,LOW,synthetic-pd-v1.0
RISKA0001028,CUST0000764,,2024-04-25,639,0.1988,MEDIUM,synthetic-pd-v1.0
RISKA0001029,CUST0000263,,2026-07-21,728,0.0339,LOW,synthetic-pd-v1.0
RISKA0001030,CUST0001734,,2021-11-16,680,0.092,LOW,synthetic-pd-v1.0
RISKA0001031,CUST0000836,,2021-12-26,719,0.0413,LOW,synthetic-pd-v1.0
RISKA0001032,CUST0001695,,2025-12-12,771,0.0137,LOW,synthetic-pd-v1.0
RISKA0001033,CUST0001735,,2023-11-09,635,0.2131,MEDIUM,synthetic-pd-v1.0
RISKA0001034,CUST0001293,,2025-03-31,733,0.0309,LOW,synthetic-pd-v1.0
RISKA0001035,CUST0000711,,2022-11-17,719,0.0411,LOW,synthetic-pd-v1.0
RISKA0001036,CUST0000479,,2026-07-03,592,0.4091,HIGH,synthetic-pd-v1.0
RISKA0001037,CUST0001495,,2023-10-31,750,0.0213,LOW,synthetic-pd-v1.0
RISKA0001038,CUST0000256,,2022-06-14,600,0.3683,HIGH,synthetic-pd-v1.0
RISKA0001039,CUST0001322,,2021-12-20,576,0.4948,HIGH,synthetic-pd-v1.0
RISKA0001040,CUST0001371,,2025-02-22,646,0.1742,MEDIUM,synthetic-pd-v1.0
RISKA0001041,CUST0000510,,2022-12-14,724,0.0374,LOW,synthetic-pd-v1.0
RISKA0001042,CUST0000458,,2026-03-08,751,0.0209,LOW,synthetic-pd-v1.0
RISKA0001043,CUST0001193,,2024-10-12,731,0.0322,LOW,synthetic-pd-v1.0
RISKA0001044,CUST0001694,,2022-06-17,681,0.0895,MEDIUM,synthetic-pd-v1.0
RISKA0001045,CUST0000095,,2023-01-30,732,0.0313,LOW,synthetic-pd-v1.0
RISKA0001046,CUST0001841,,2024-08-24,717,0.0429,LOW,synthetic-pd-v1.0
RISKA0001047,CUST0000197,,2025-10-20,700,0.0615,LOW,synthetic-pd-v1.0
RISKA0001048,CUST0001099,,2023-03-16,727,0.035,LOW,synthetic-pd-v1.0
RISKA0001049,CUST0001897,,2022-08-25,699,0.0631,LOW,synthetic-pd-v1.0
RISKA0001050,CUST0000675,,2024-02-19,748,0.0223,LOW,synthetic-pd-v1.0
RISKA0001051,CUST0001508,,2026-02-09,672,0.1074,MEDIUM,synthetic-pd-v1.0
RISKA0001052,CUST0001462,,2026-04-21,691,0.0734,LOW,synthetic-pd-v1.0
RISKA0001053,CUST0001045,,2023-01-03,727,0.0352,LOW,synthetic-pd-v1.0
RISKA0001054,CUST0000143,,2025-03-24,769,0.0145,LOW,synthetic-pd-v1.0
RISKA0001055,CUST0001122,,2023-09-20,719,0.0415,LOW,synthetic-pd-v1.0
RISKA0001056,CUST0000823,,2024-08-14,448,0.9409,HIGH,synthetic-pd-v1.0
RISKA0001057,CUST0000923,,2024-09-28,789,0.0092,LOW,synthetic-pd-v1.0
RISKA0001058,CUST0001571,,2021-12-10,673,0.1057,MEDIUM,synthetic-pd-v1.0
RISKA0001059,CUST0001097,,2026-01-05,648,0.1702,MEDIUM,synthetic-pd-v1.0
RISKA0001060,CUST0000740,,2024-06-11,685,0.0828,LOW,synthetic-pd-v1.0
RISKA0001061,CUST0001261,,2025-02-11,660,0.135,MEDIUM,synthetic-pd-v1.0
RISKA0001062,CUST0001132,,2023-01-05,696,0.0666,LOW,synthetic-pd-v1.0
RISKA0001063,CUST0001760,,2025-05-04,714,0.0457,LOW,synthetic-pd-v1.0
RISKA0001064,CUST0001215,,2023-12-19,671,0.11,MEDIUM,synthetic-pd-v1.0
RISKA0001065,CUST0001969,,2022-04-28,764,0.0158,LOW,synthetic-pd-v1.0
RISKA0001066,CUST0000805,,2024-04-28,595,0.3911,HIGH,synthetic-pd-v1.0
RISKA0001067,CUST0001772,,2025-07-28,736,0.029,LOW,synthetic-pd-v1.0
RISKA0001068,CUST0000048,,2023-11-12,721,0.0397,LOW,synthetic-pd-v1.0
RISKA0001069,CUST0001665,,2022-05-08,659,0.1368,MEDIUM,synthetic-pd-v1.0
RISKA0001070,CUST0000916,,2025-05-11,648,0.1703,MEDIUM,synthetic-pd-v1.0
RISKA0001071,CUST0001624,,2025-11-15,632,0.225,MEDIUM,synthetic-pd-v1.0
RISKA0001072,CUST0001534,,2023-04-25,639,0.1992,MEDIUM,synthetic-pd-v1.0
RISKA0001073,CUST0001307,,2026-01-14,792,0.0087,LOW,synthetic-pd-v1.0
RISKA0001074,CUST0001784,,2022-04-17,662,0.1304,MEDIUM,synthetic-pd-v1.0
RISKA0001075,CUST0000865,,2025-01-02,723,0.0382,LOW,synthetic-pd-v1.0
RISKA0001076,CUST0001685,,2021-09-14,627,0.2448,MEDIUM,synthetic-pd-v1.0
RISKA0001077,CUST0000070,,2022-08-19,698,0.0635,LOW,synthetic-pd-v1.0
RISKA0001078,CUST0001685,,2022-08-02,604,0.3473,HIGH,synthetic-pd-v1.0
RISKA0001079,CUST0000301,,2023-01-03,667,0.1181,MEDIUM,synthetic-pd-v1.0
RISKA0001080,CUST0001804,,2023-04-03,580,0.4706,HIGH,synthetic-pd-v1.0
RISKA0001081,CUST0000643,,2025-11-10,654,0.1518,MEDIUM,synthetic-pd-v1.0
RISKA0001082,CUST0001924,,2025-11-20,713,0.0469,LOW,synthetic-pd-v1.0
RISKA0001083,CUST0000916,,2023-06-18,646,0.1749,MEDIUM,synthetic-pd-v1.0
RISKA0001084,CUST0000678,,2022-08-06,810,0.0059,LOW,synthetic-pd-v1.0
RISKA0001085,CUST0000754,,2025-12-11,703,0.0579,LOW,synthetic-pd-v1.0
RISKA0001086,CUST0000580,,2026-03-12,565,0.5539,HIGH,synthetic-pd-v1.0
RISKA0001087,CUST0000051,,2022-05-14,743,0.0248,LOW,synthetic-pd-v1.0
RISKA0001088,CUST0000622,,2023-06-04,579,0.4762,HIGH,synthetic-pd-v1.0
RISKA0001089,CUST0001369,,2026-05-28,752,0.0205,LOW,synthetic-pd-v1.0
RISKA0001090,CUST0001475,,2022-10-04,719,0.0415,LOW,synthetic-pd-v1.0
RISKA0001091,CUST0000111,,2023-05-02,725,0.0364,LOW,synthetic-pd-v1.0
RISKA0001092,CUST0001893,,2024-06-12,687,0.0795,LOW,synthetic-pd-v1.0
RISKA0001093,CUST0001137,,2022-11-30,673,0.1061,LOW,synthetic-pd-v1.0
RISKA0001094,CUST0001153,,2022-03-01,717,0.0434,LOW,synthetic-pd-v1.0
RISKA0001095,CUST0001066,,2023-05-16,594,0.3993,HIGH,synthetic-pd-v1.0
RISKA0001096,CUST0001043,,2023-08-16,594,0.3979,HIGH,synthetic-pd-v1.0
RISKA0001097,CUST0000226,,2026-01-04,687,0.0792,MEDIUM,synthetic-pd-v1.0
RISKA0001098,CUST0001940,,2022-07-08,724,0.0375,LOW,synthetic-pd-v1.0
RISKA0001099,CUST0000603,,2026-05-06,678,0.0964,MEDIUM,synthetic-pd-v1.0
RISKA0001100,CUST0000306,,2023-06-11,578,0.4826,HIGH,synthetic-pd-v1.0
RISKA0001101,CUST0000529,,2023-04-14,757,0.0186,LOW,synthetic-pd-v1.0
RISKA0001102,CUST0000205,,2024-12-18,615,0.2966,HIGH,synthetic-pd-v1.0
RISKA0001103,CUST0001686,,2022-10-18,681,0.0906,MEDIUM,synthetic-pd-v1.0
RISKA0001104,CUST0001238,,2025-05-11,599,0.3729,HIGH,synthetic-pd-v1.0
RISKA0001105,CUST0000436,,2025-07-27,565,0.5537,HIGH,synthetic-pd-v1.0
RISKA0001106,CUST0001647,,2023-08-23,751,0.0211,LOW,synthetic-pd-v1.0
RISKA0001107,CUST0001057,,2021-10-30,523,0.7549,HIGH,synthetic-pd-v1.0
RISKA0001108,CUST0000419,,2026-05-03,669,0.1148,MEDIUM,synthetic-pd-v1.0
RISKA0001109,CUST0001838,,2025-04-27,573,0.5131,HIGH,synthetic-pd-v1.0
RISKA0001110,CUST0000531,,2022-03-03,692,0.072,LOW,synthetic-pd-v1.0
RISKA0001111,CUST0001293,,2026-05-06,685,0.0833,LOW,synthetic-pd-v1.0
RISKA0001112,CUST0001692,,2026-06-08,734,0.0304,LOW,synthetic-pd-v1.0
RISKA0001113,CUST0001138,,2024-06-18,636,0.2089,MEDIUM,synthetic-pd-v1.0
RISKA0001114,CUST0000271,,2024-07-17,657,0.1429,MEDIUM,synthetic-pd-v1.0
RISKA0001115,CUST0000242,,2023-11-25,704,0.0567,LOW,synthetic-pd-v1.0
RISKA0001116,CUST0001533,,2024-10-08,738,0.0276,LOW,synthetic-pd-v1.0
RISKA0001117,CUST0000519,,2022-03-25,691,0.0741,LOW,synthetic-pd-v1.0
RISKA0001118,CUST0000961,,2025-07-17,802,0.007,LOW,synthetic-pd-v1.0
RISKA0001119,CUST0000531,,2021-08-30,684,0.0844,LOW,synthetic-pd-v1.0
RISKA0001120,CUST0000851,,2026-07-31,617,0.2871,MEDIUM,synthetic-pd-v1.0
RISKA0001121,CUST0000279,,2024-01-20,698,0.0646,LOW,synthetic-pd-v1.0
RISKA0001122,CUST0001624,,2026-03-23,647,0.1709,MEDIUM,synthetic-pd-v1.0
RISKA0001123,CUST0001994,,2022-04-26,741,0.0262,LOW,synthetic-pd-v1.0
RISKA0001124,CUST0000934,,2025-10-24,722,0.0387,LOW,synthetic-pd-v1.0
RISKA0001125,CUST0000519,,2024-03-28,694,0.069,LOW,synthetic-pd-v1.0
RISKA0001126,CUST0000818,,2022-04-01,579,0.4763,HIGH,synthetic-pd-v1.0
RISKA0001127,CUST0000980,,2025-09-19,612,0.3098,MEDIUM,synthetic-pd-v1.0
RISKA0001128,CUST0000726,,2026-06-04,657,0.142,MEDIUM,synthetic-pd-v1.0
RISKA0001129,CUST0001078,,2024-09-17,675,0.1013,MEDIUM,synthetic-pd-v1.0
RISKA0001130,CUST0000733,,2023-09-15,746,0.0232,LOW,synthetic-pd-v1.0
RISKA0001131,CUST0000795,,2022-03-29,667,0.119,LOW,synthetic-pd-v1.0
RISKA0001132,CUST0000904,,2025-05-15,747,0.0227,LOW,synthetic-pd-v1.0
RISKA0001133,CUST0000707,,2025-10-09,619,0.2764,MEDIUM,synthetic-pd-v1.0
RISKA0001134,CUST0001318,,2025-07-24,704,0.0564,LOW,synthetic-pd-v1.0
RISKA0001135,CUST0001197,,2025-09-22,669,0.1139,MEDIUM,synthetic-pd-v1.0
RISKA0001136,CUST0000823,,2022-12-13,448,0.9411,HIGH,synthetic-pd-v1.0
RISKA0001137,CUST0001035,,2025-04-13,740,0.0268,LOW,synthetic-pd-v1.0
RISKA0001138,CUST0001144,,2022-10-15,709,0.0512,LOW,synthetic-pd-v1.0
RISKA0001139,CUST0000728,,2025-08-14,781,0.0111,LOW,synthetic-pd-v1.0
RISKA0001140,CUST0001732,,2022-03-19,688,0.0789,MEDIUM,synthetic-pd-v1.0
RISKA0001141,CUST0000717,,2023-06-07,634,0.2154,MEDIUM,synthetic-pd-v1.0
RISKA0001142,CUST0001152,,2025-10-11,766,0.0152,LOW,synthetic-pd-v1.0
RISKA0001143,CUST0000879,,2021-11-29,632,0.2255,MEDIUM,synthetic-pd-v1.0
RISKA0001144,CUST0001602,,2025-08-01,705,0.0559,LOW,synthetic-pd-v1.0
RISKA0001145,CUST0001331,,2022-09-04,630,0.2298,MEDIUM,synthetic-pd-v1.0
RISKA0001146,CUST0000958,,2024-10-08,807,0.0063,LOW,synthetic-pd-v1.0
RISKA0001147,CUST0001827,,2025-11-30,642,0.1889,MEDIUM,synthetic-pd-v1.0
RISKA0001148,CUST0000959,,2021-09-06,527,0.7385,HIGH,synthetic-pd-v1.0
RISKA0001149,CUST0000596,,2023-02-23,751,0.0209,LOW,synthetic-pd-v1.0
RISKA0001150,CUST0000086,,2023-06-13,713,0.0467,LOW,synthetic-pd-v1.0
RISKA0001151,CUST0000650,,2023-08-13,712,0.0476,LOW,synthetic-pd-v1.0
RISKA0001152,CUST0000395,,2025-05-02,717,0.0432,LOW,synthetic-pd-v1.0
RISKA0001153,CUST0001050,,2021-12-13,730,0.0328,LOW,synthetic-pd-v1.0
RISKA0001154,CUST0000375,,2024-07-13,692,0.0716,LOW,synthetic-pd-v1.0
RISKA0001155,CUST0000086,,2021-11-23,686,0.0808,LOW,synthetic-pd-v1.0
RISKA0001156,CUST0000042,,2022-12-29,689,0.0766,LOW,synthetic-pd-v1.0
RISKA0001157,CUST0000602,,2022-10-22,749,0.0222,LOW,synthetic-pd-v1.0
RISKA0001158,CUST0000677,,2026-08-01,644,0.1805,MEDIUM,synthetic-pd-v1.0
RISKA0001159,CUST0000067,,2024-11-11,720,0.0405,LOW,synthetic-pd-v1.0
RISKA0001160,CUST0001744,,2023-01-29,602,0.3589,HIGH,synthetic-pd-v1.0
RISKA0001161,CUST0001870,,2022-10-19,667,0.1174,LOW,synthetic-pd-v1.0
RISKA0001162,CUST0001092,,2024-12-15,694,0.0687,LOW,synthetic-pd-v1.0
RISKA0001163,CUST0001844,,2024-03-06,694,0.0701,LOW,synthetic-pd-v1.0
RISKA0001164,CUST0000814,,2023-09-17,602,0.3557,HIGH,synthetic-pd-v1.0
RISKA0001165,CUST0001703,,2022-10-10,629,0.236,MEDIUM,synthetic-pd-v1.0
RISKA0001166,CUST0001062,,2023-02-14,600,0.3673,HIGH,synthetic-pd-v1.0
RISKA0001167,CUST0000617,,2021-12-12,610,0.3199,HIGH,synthetic-pd-v1.0
RISKA0001168,CUST0001204,,2025-03-26,556,0.6002,HIGH,synthetic-pd-v1.0
RISKA0001169,CUST0000520,,2024-05-02,664,0.1261,MEDIUM,synthetic-pd-v1.0
RISKA0001170,CUST0000745,,2025-03-11,672,0.1075,MEDIUM,synthetic-pd-v1.0
RISKA0001171,CUST0001784,,2025-09-13,642,0.1891,MEDIUM,synthetic-pd-v1.0
RISKA0001172,CUST0000731,,2025-10-06,801,0.0072,LOW,synthetic-pd-v1.0
RISKA0001173,CUST0001546,,2023-12-21,786,0.0099,LOW,synthetic-pd-v1.0
RISKA0001174,CUST0001172,,2024-06-13,649,0.1662,MEDIUM,synthetic-pd-v1.0
RISKA0001175,CUST0001745,,2025-08-07,756,0.019,LOW,synthetic-pd-v1.0
RISKA0001176,CUST0000877,,2026-03-03,672,0.1083,LOW,synthetic-pd-v1.0
RISKA0001177,CUST0001274,,2024-12-11,674,0.1043,MEDIUM,synthetic-pd-v1.0
RISKA0001178,CUST0001135,,2022-07-22,724,0.0371,LOW,synthetic-pd-v1.0
RISKA0001179,CUST0000104,,2023-12-12,621,0.2688,HIGH,synthetic-pd-v1.0
RISKA0001180,CUST0001635,,2022-05-04,652,0.156,MEDIUM,synthetic-pd-v1.0
RISKA0001181,CUST0001180,,2026-01-06,682,0.0874,LOW,synthetic-pd-v1.0
RISKA0001182,CUST0001581,,2024-11-25,698,0.0634,LOW,synthetic-pd-v1.0
